ICD9,HCC,HCC.PACE.ESRD,Description
49320,108,111,Chronic obst asthma NOS 
49321,108,111,Ch ob asthma w stat asth
49322,108,111,Ch obst asth w (ac) exac
49381,,,Exercse ind bronchospasm
49382,,,Cough variant asthma 
49390,,,Asthma NOS 
49391,,,Asthma w status asthmat 
49392,,,Asthma NOS w (ac) exac 
4940 ,,112,Bronchiectas w/o ac exac
4941 ,,112,Bronchiectasis w ac exac
4950 ,,112,Farmers' lung 
4951 ,,112,Bagassosis 
4952 ,,112,Bird-fanciers' lung 
4953 ,,112,Suberosis 
4954 ,,112,Malt workers' lung 
4955 ,,112,Mushroom workers' lung 
4956 ,,112,Mapl bark-stripprs' lung
4957 ,,112,"""ventilation"" pneumonit "
4958 ,,112,Allerg alveol/pneum NEC 
4959 ,,112,Allerg alveol/pneum NOS 
496 ,108,111,Chr airway obstruct NEC 
500 ,,112,Coal workers' pneumocon 
501 ,,112,Asbestosis 
502 ,,112,Silica pneumocon NEC 
503 ,,112,Inorg dust pneumocon NEC
504 ,,112,Dust pneumonopathy NEC 
505 ,,112,Pneumoconiosis NOS 
5060 ,,112,Fum/vapor bronc/pneumon 
5061 ,,112,Fum/vapor ac pulm edema 
5062 ,,112,Fum/vapor up resp inflam
5063 ,,112,Fum/vap ac resp cond NEC
5064 ,,112,Fum/vapor chr resp cond 
5069 ,,112,Fum/vapor resp cond NOS 
5070 ,111,114,Food/vomit pneumonitis 
5071 ,111,114,Oil/essence pneumonitis 
5078 ,111,114,Solid/liq pneumonit NEC 
5080 ,,112,Ac pul manif d/t radiat 
5081 ,,112,Chr pul manif d/t radiat
5082 ,,112,Resp cond dt smoke inhal
5088 ,,112,Resp cond: ext agent NEC
5089 ,,112,Resp cond: ext agent NOS
5100 ,112,115,Empyema with fistula 
5109 ,112,115,Empyema w/o fistula 
5130 ,112,115,Abscess of lung 
5131 ,112,115,Abscess of mediastinum 
515 ,,112,Postinflam pulm fibrosis
5160 ,,112,Pul alveolar proteinosis
5161 ,,112,Idio pulm hemosiderosis 
5162 ,,112,Pulm alveolar microlith 
51630,,112,Idiopath inters pneu NOS
51631,,112,Idiopath pulmon fibrosis
51632,,112,Idio non-spec inter pneu
51633,,112,Acute interstitial pneum
51634,,112,Resp brncio interst lung
51635,,112,Idiopth lym interst pneu
51636,,112,Cryptogenic organiz pneu
51637,,112,Desquamatv interst pneu 
5164 ,,112,Lymphangioleiomyomatosis
5165 ,,112,Adlt pul Langs cell hist
51661,,112,Neuroend cell hyprpl inf
51662,,112,Pulm interstitl glycogen
51663,,112,Surfactant mutation lung
51664,,112,Alv cap dysp w vn misaln
51669,,112,Oth intrst lung dis chld
5168 ,,112,Alveol pneumonopathy NEC
5169 ,,112,Alveol pneumonopathy NOS
5171 ,,112,Rheumatic pneumonia 
5172 ,,112,Syst sclerosis lung dis 
5173 ,44,46,Acute chest syndrome 
5178 ,,112,Lung involv in oth dis 
5181 ,108,111,Interstitial emphysema 
5182 ,108,111,Compensatory emphysema 
5183 ,,112,Pulmonary eosinophilia 
5184 ,79,84,Acute lung edema NOS 
51851,79,84,Ac resp flr fol trma/srg
51852,79,84,Ot pul insuf fol trm/srg
51853,79,84,Ac/chr rsp flr fol tr/sg
5186 ,,112,Alrgc brncpul asprglosis
51881,79,84,Acute respiratry failure
51882,79,84,Other pulmonary insuff 
51883,79,84,Chronic respiratory fail
51884,79,84,Acute & chronc resp fail
51900,77,82,Tracheostomy comp NOS 
51901,77,82,Tracheostomy infection 
51902,77,82,Tracheostomy - mech comp
51909,77,82,Tracheostomy comp NEC 
5300 ,,,Achalasia & cardiospasm 
53010,,,"Esophagitis, unspecified"
53011,,,Reflux esophagitis 
53012,,,Acute esophagitis 
53013,,,Eosinophilic esophagitis
53019,,,Other esophagitis 
5303 ,,,Esophageal stricture 
5304 ,,,Perforation of esophagus
5305 ,,,Dyskinesia of esophagus 
5306 ,,,Acq esophag diverticulum
53081,,,Esophageal reflux 
53083,,,Esophageal leukoplakia 
53084,,,Tracheoesophageal fstula
53085,,,Barrett's esophagus 
53086,176,188,Esophagostomy infection 
53087,176,188,Mech comp esophagostomy 
53089,,,Other dsrders esophagus 
5309 ,,,Esophageal disorder NOS 
53110,31,33,Ac stomach ulcer w perf 
53111,31,33,Ac stom ulc w perf-obst 
53120,31,33,Ac stomac ulc w hem/perf
53121,31,33,Ac stom ulc hem/perf-obs
53150,31,33,Chr stomach ulcer w perf
53151,31,33,Chr stom ulc w perf-obst
53160,31,33,Chr stomach ulc hem/perf
53161,31,33,Chr stom ulc hem/perf-ob
53210,31,33,Ac duodenal ulcer w perf
53211,31,33,Ac duoden ulc perf-obstr
53220,31,33,Ac duoden ulc w hem/perf
53221,31,33,Ac duod ulc hem/perf-obs
53250,31,33,Chr duoden ulcer w perf 
53251,31,33,Chr duoden ulc perf-obst
53260,31,33,Chr duoden ulc hem/perf 
53261,31,33,Chr duod ulc hem/perf-ob
53310,31,33,Ac peptic ulcer w perfor
53311,31,33,Ac peptic ulc w perf-obs
53320,31,33,Ac peptic ulc w hem/perf
53321,31,33,Ac pept ulc hem/perf-obs
53350,31,33,Chr peptic ulcer w perf 
53351,31,33,Chr peptic ulc perf-obst
53360,31,33,Chr pept ulc w hem/perf 
53361,31,33,Chr pept ulc hem/perf-ob
53410,31,33,Ac marginal ulcer w perf
53411,31,33,Ac margin ulc w perf-obs
53420,31,33,Ac margin ulc w hem/perf
53421,31,33,Ac marg ulc hem/perf-obs
53450,31,33,Chr marginal ulc w perf 
53451,31,33,Chr margin ulc perf-obst
53460,31,33,Chr margin ulc hem/perf 
53461,31,33,Chr marg ulc hem/perf-ob
53640,176,188,Gastrostomy comp NOS 
53641,176,188,Gastrostomy infection 
53642,176,188,Gastrostomy comp - mech 
53649,176,188,Gastrostomy comp NEC 
5550 ,33,35,"Reg enteritis, sm intest"
5551 ,33,35,"Reg enteritis, lg intest"
5552 ,33,35,Reg enterit sm/lg intest
5559 ,33,35,Regional enteritis NOS 
5560 ,33,35,Ulcerative enterocolitis
5561 ,33,35,Ulcerative ileocolitis 
5562 ,33,35,Ulcerative proctitis 
5563 ,33,35,Ulcertve prctosigmoidtis
5564 ,33,35,Pseudopolyposis colon 
5565 ,33,35,Lftsded ulcertve colitis
5566 ,33,35,Univrsl ulcertve colitis
5568 ,33,35,Other ulcerative colitis
5569 ,33,35,Ulceratve colitis unspcf
5570 ,104,107,Ac vasc insuff intestine
5571 ,105,108,Chr vasc insuff intest 
5579 ,105,108,Vasc insuff intest NOS 
5600 ,31,33,Intussusception 
5601 ,31,33,Paralytic ileus 
5602 ,31,33,Volvulus of intestine 
56030,31,33,Impaction intestine NOS 
56031,31,33,Gallstone ileus 
56032,31,33,Fecal impaction 
56039,31,33,Impaction intestine NEC 
56081,31,33,Intestinal adhes w obstr
56089,31,33,Intestinal obstruct NEC 
5609 ,31,33,Intestinal obstruct NOS 
5670 ,31,33,Peritonitis in infec dis
5671 ,31,33,Pneumococcal peritonitis
56721,31,33,Peritonitis (acute) gen 
56722,31,33,Peritoneal abscess 
56723,31,33,Spontan bact peritonitis
56729,31,33,Suppurat peritonitis NEC
56731,31,33,Psoas muscle abscess 
56738,31,33,Retroperiton abscess NEC
56739,31,33,Retroperiton infect NEC 
56781,31,33,Choleperitonitis 
56782,31,33,Sclerosing mesenteritis 
56789,31,33,Peritonitis NEC 
5679 ,31,33,Peritonitis NOS 
56960,176,188,Colstomy/enter comp NOS 
56961,176,188,Colosty/enterost infectn
56962,176,188,Colosty/enter comp-mech 
56969,176,188,Colstmy/enteros comp NEC
56971,176,188,Pouchitis 
56979,176,188,Comp intest pouch NEC 
56983,31,33,Perforation of intestine
5712 ,26,28,Alcohol cirrhosis liver 
5713 ,26,28,Alcohol liver damage NOS
57140,27,29,Chronic hepatitis NOS 
57141,27,29,Chr persistent hepatitis
57142,27,29,Autoimmune hepatitis 
57149,27,29,Chronic hepatitis NEC 
5715 ,26,28,Cirrhosis of liver NOS 
5716 ,26,28,Biliary cirrhosis 
5722 ,25,27,Hepatic encephalopathy 
5723 ,25,27,Portal hypertension 
5724 ,25,27,Hepatorenal syndrome 
5728 ,25,27,"Oth sequela, chr liv dis"
5735 ,25,27,Hepatopulmonary syndrome
5770 ,32,,Acute pancreatitis 
5771 ,32,34,Chronic pancreatitis 
5772 ,32,,Pancreat cyst/pseudocyst
5778 ,32,,Pancreatic disease NEC 
5779 ,32,,Pancreatic disease NOS 
5790 ,32,,Celiac disease 
5791 ,32,,Tropical sprue 
5792 ,32,,Blind loop syndrome 
5793 ,32,,Intest postop nonabsorb 
5794 ,32,,Pancreatic steatorrhea 
5798 ,32,,Intest malabsorption NEC
5799 ,32,,Intest malabsorption NOS
5800 ,132,141,Ac proliferat nephritis 
5804 ,132,141,Ac rapidly progr nephrit
58081,132,141,Ac nephritis in oth dis 
58089,132,141,Acute nephritis NEC 
5809 ,132,141,Acute nephritis NOS 
5810 ,132,141,"Nephrotic syn, prolifer "
5811 ,132,141,Epimembranous nephritis 
5812 ,132,141,Membranoprolif nephrosis
5813 ,132,141,Minimal change nephrosis
58181,132,141,Nephrotic syn in oth dis
58189,132,141,Nephrotic syndrome NEC 
5819 ,132,141,Nephrotic syndrome NOS 
5820 ,132,141,Chr proliferat nephritis
5821 ,132,141,Chr membranous nephritis
5822 ,132,141,Chr membranoprolif nephr
5824 ,132,141,Chr rapid progr nephrit 
58281,132,141,Chr nephritis in oth dis
58289,132,141,Chronic nephritis NEC 
5829 ,132,141,Chronic nephritis NOS 
5830 ,132,141,Proliferat nephritis NOS
5831 ,132,141,Membranous nephritis NOS
5832 ,132,141,Membranoprolif nephr NOS
5834 ,132,141,Rapidly prog nephrit NOS
5836 ,132,141,Renal cort necrosis NOS 
5837 ,132,141,Nephr NOS/medull necros 
58381,132,141,Nephritis NOS in oth dis
58389,132,141,Nephritis NEC 
5839 ,132,141,Nephritis NOS 
5845 ,131,135,"Ac kidny fail, tubr necr"
5846 ,131,135,"Ac kidny fail, cort necr"
5847 ,131,135,"Ac kidny fail, medu necr"
5848 ,131,135,Acute kidney failure NEC
5849 ,131,135,Acute kidney failure NOS
5851 ,131,139,Chro kidney dis stage I 
5852 ,131,139,Chro kidney dis stage II
5853 ,131,138,Chr kidney dis stage III
5854 ,131,137,Chr kidney dis stage IV 
5855 ,131,136,Chron kidney dis stage V
5856 ,131,136,End stage renal disease 
5859 ,131,139,Chronic kidney dis NOS 
586 ,131,140,Renal failure NOS 
5880 ,,,Renal osteodystrophy 
5881 ,,23,Nephrogen diabetes insip
58881,,23,Sec hyperparathyrd-renal
59381,104,107,Renal vascular disorder 
59681,164,176,Infection of cystostomy 
59682,164,176,Mech comp of cystostomy 
59683,164,176,Other comp of cystostomy
62931,164,176,Eros imp vag mesh in tis
6944 ,,,Pemphigus 
69513,,162,Stevens-Johnson syndrome
69514,,162,Stevens-Johnson-TEN syn 
69515,,162,Toxic epidrml necrolysis
6960 ,,40,Psoriatic arthropathy 
6961 ,,,Other psoriasis 
6962 ,,,Parapsoriasis 
70700,148,160,"Pressure ulcer, site NOS"
70701,148,160,"Pressure ulcer, elbow "
70702,148,160,"Pressure ulcer, upr back"
70703,148,160,"Pressure ulcer, low back"
70704,148,160,"Pressure ulcer, hip "
70705,148,160,"Pressure ulcer, buttock "
70706,148,160,"Pressure ulcer, ankle "
70707,148,160,"Pressure ulcer, heel "
70709,148,160,"Pressure ulcer, site NEC"
70710,149,161,Ulcer of lower limb NOS 
70711,149,161,Ulcer of thigh 
70712,149,161,Ulcer of calf 
70713,149,161,Ulcer of ankle 
70714,149,161,Ulcer of heel & midfoot 
70715,149,161,Ulcer other part of foot
70719,149,161,Ulcer oth part low limb 
70720,148,160,"Pressure ulcer,stage NOS"
70721,148,160,"Pressure ulcer, stage I "
70722,148,159,"Pressure ulcer, stage II"
70723,148,158,"Pressure ulcer,stage III"
70724,148,157,"Pressure ulcer, stage IV"
70725,148,158,"Pressure ulcer,unstagebl"
7078 ,149,161,Chronic skin ulcer NEC 
7079 ,149,161,Chronic skin ulcer NOS 
7100 ,38,40,Syst lupus erythematosus
7101 ,38,40,Systemic sclerosis 
7102 ,38,40,Sicca syndrome 
7103 ,38,40,Dermatomyositis 
7104 ,38,40,Polymyositis 
7105 ,38,40,Eosinophilia myalgia snd
7108 ,38,40,Diff connect tis dis NEC
7109 ,38,40,Diff connect tis dis NOS
71100,37,39,Pyogen arthritis-unspec 
71101,37,39,Pyogen arthritis-shlder 
71102,37,39,Pyogen arthritis-up/arm 
71103,37,39,Pyogen arthritis-forearm
71104,37,39,Pyogen arthritis-hand 
71105,37,39,Pyogen arthritis-pelvis 
71106,37,39,Pyogen arthritis-l/leg 
71107,37,39,Pyogen arthritis-ankle 
71108,37,39,Pyogen arthritis NEC 
71109,37,39,Pyogen arthritis-mult 
71110,37,40,Reiter arthritis-unspec 
71111,37,40,Reiter arthritis-shlder 
71112,37,40,Reiter arthritis-up/arm 
71113,37,40,Reiter arthritis-forearm
71114,37,40,Reiter arthritis-hand 
71115,37,40,Reiter arthritis-pelvis 
71116,37,40,Reiter arthritis-l/leg 
71117,37,40,Reiter arthritis-ankle 
71118,37,40,Reiter arthritis NEC 
71119,37,40,Reiter arthritis-mult 
71120,37,40,Behcet arthritis-unspec 
71121,37,40,Behcet arthritis-shlder 
71122,37,40,Behcet arthritis-up/arm 
71123,37,40,Behcet arthritis-forearm
71124,37,40,Behcet arthritis-hand 
71125,37,40,Behcet arthritis-pelvis 
71126,37,40,Behcet arthritis-l/leg 
71127,37,40,Behcet arthritis-ankle 
71128,37,40,Behcet arthritis NEC 
71129,37,40,Behcet arthritis-mult 
71130,37,39,Dysenter arthrit-unspec 
71131,37,39,Dysenter arthrit-shlder 
71132,37,39,Dysenter arthrit-up/arm 
71133,37,39,Dysenter arthrit-forearm
71134,37,39,Dysenter arthrit-hand 
71135,37,39,Dysenter arthrit-pelvis 
71136,37,39,Dysenter arthrit-l/leg 
71137,37,39,Dysenter arthrit-ankle 
71138,37,39,Dysenter arthrit NEC 
71139,37,39,Dysenter arthrit-mult 
71140,37,39,Bact arthritis-unspec 
71141,37,39,Bact arthritis-shlder 
71142,37,39,Bact arthritis-up/arm 
71143,37,39,Bact arthritis-forearm 
71144,37,39,Bact arthritis-hand 
71145,37,39,Bact arthritis-pelvis 
71146,37,39,Bact arthritis-l/leg 
71147,37,39,Bact arthritis-ankle 
71148,37,39,Bact arthritis NEC 
71149,37,39,Bact arthritis-mult 
71150,37,39,Viral arthritis-unspec 
71151,37,39,Viral arthritis-shlder 
71152,37,39,Viral arthritis-up/arm 
71153,37,39,Viral arthritis-forearm 
71154,37,39,Viral arthritis-hand 
71155,37,39,Viral arthritis-pelvis 
71156,37,39,Viral arthritis-l/leg 
71157,37,39,Viral arthritis-ankle 
71158,37,39,Viral arthritis NEC 
71159,37,39,Viral arthritis-mult 
71160,37,39,Mycotic arthritis-unspec
71161,37,39,Mycotic arthritis-shlder
71162,37,39,Mycotic arthritis-up/arm
71163,37,39,Mycotic arthrit-forearm 
71164,37,39,Mycotic arthritis-hand 
71165,37,39,Mycotic arthritis-pelvis
71166,37,39,Mycotic arthritis-l/leg 
71167,37,39,Mycotic arthritis-ankle 
71168,37,39,Mycotic arthritis NEC 
71169,37,39,Mycotic arthritis-mult 
71170,37,39,Helminth arthrit-unspec 
71171,37,39,Helminth arthrit-shlder 
71172,37,39,Helminth arthrit-up/arm 
71173,37,39,Helminth arthrit-forearm
71174,37,39,Helminth arthrit-hand 
71175,37,39,Helminth arthrit-pelvis 
71176,37,39,Helminth arthrit-l/leg 
71177,37,39,Helminth arthrit-ankle 
71178,37,39,Helminth arthrit NEC 
71179,37,39,Helminth arthrit-mult 
71180,37,39,Inf arthritis NEC-unspec
71181,37,39,Inf arthritis NEC-shlder
71182,37,39,Inf arthritis NEC-up/arm
71183,37,39,Inf arthrit NEC-forearm 
71184,37,39,Inf arthritis NEC-hand 
71185,37,39,Inf arthritis NEC-pelvis
71186,37,39,Inf arthritis NEC-l/leg 
71187,37,39,Inf arthritis NEC-ankle 
71188,37,39,Inf arthrit NEC-oth site
71189,37,39,Inf arthritis NEC-mult 
71190,37,39,Inf arthritis NOS-unspec
71191,37,39,Inf arthritis NOS-shlder
71192,37,39,Inf arthritis NOS-up/arm
71193,37,39,Inf arthrit NOS-forearm 
71194,37,39,Inf arthrit NOS-hand 
71195,37,39,Inf arthrit NOS-pelvis 
71196,37,39,Inf arthrit NOS-l/leg 
71197,37,39,Inf arthrit NOS-ankle 
71198,37,39,Inf arthrit NOS-oth site
71199,37,39,Inf arthritis NOS-mult 
7140 ,38,40,Rheumatoid arthritis 
7141 ,38,40,Felty's syndrome 
7142 ,38,40,Syst rheum arthritis NEC
71430,38,40,Juv rheum arthritis NOS 
71431,38,40,Polyart juv rheum arthr 
71432,38,40,Pauciart juv rheum arthr
71433,38,40,Monoart juv rheum arthr 
7144 ,38,40,Chr postrheum arthritis 
71481,38,40,Rheumatoid lung 
71489,38,40,Inflamm polyarthrop NEC 
7149 ,38,40,Inflamm polyarthrop NOS 
7200 ,38,40,Ankylosing spondylitis 
7201 ,38,40,Spinal enthesopathy 
7202 ,38,40,Sacroiliitis NEC 
72081,38,40,Spondylopathy in oth dis
72089,38,40,Inflam spondylopathy NEC
7209 ,38,40,Inflam spondylopathy NOS
725 ,38,40,Polymyalgia rheumatica 
72886,37,39,Necrotizing fasciitis 
73000,37,39,Ac osteomyelitis-unspec 
73001,37,39,Ac osteomyelitis-shlder 
73002,37,39,Ac osteomyelitis-up/arm 
73003,37,39,Ac osteomyelitis-forearm
73004,37,39,Ac osteomyelitis-hand 
73005,37,39,Ac osteomyelitis-pelvis 
73006,37,39,Ac osteomyelitis-l/leg 
73007,37,39,Ac osteomyelitis-ankle 
73008,37,39,Ac osteomyelitis NEC 
73009,37,39,Ac osteomyelitis-mult 
73010,37,39,Chr osteomyelitis-unsp 
73011,37,39,Chr osteomyelit-shlder 
73012,37,39,Chr osteomyelit-up/arm 
73013,37,39,Chr osteomyelit-forearm 
73014,37,39,Chr osteomyelit-hand 
73015,37,39,Chr osteomyelit-pelvis 
73016,37,39,Chr osteomyelit-l/leg 
73017,37,39,Chr osteomyelit-ankle 
73018,37,39,Chr osteomyelit NEC 
73019,37,39,Chr osteomyelit-mult 
73020,37,39,Osteomyelitis NOS-unspec
73021,37,39,Osteomyelitis NOS-shlder
73022,37,39,Osteomyelitis NOS-up/arm
73023,37,39,Osteomyelit NOS-forearm 
73024,37,39,Osteomyelitis NOS-hand 
73025,37,39,Osteomyelitis NOS-pelvis
73026,37,39,Osteomyelitis NOS-l/leg 
73027,37,39,Osteomyelitis NOS-ankle 
73028,37,39,Osteomyelit NOS-oth site
73029,37,39,Osteomyelitis NOS-mult 
73030,37,39,Periostitis-unspec 
73031,37,39,Periostitis-shlder 
73032,37,39,Periostitis-up/arm 
73033,37,39,Periostitis-forearm 
73034,37,39,Periostitis-hand 
73035,37,39,Periostitis-pelvis 
73036,37,39,Periostitis-l/leg 
73037,37,39,Periostitis-ankle 
73038,37,39,Periostitis NEC 
73039,37,39,Periostitis-mult 
73070,37,39,Polio osteopathy-unspec 
73071,37,39,Polio osteopathy-shlder 
73072,37,39,Polio osteopathy-up/arm 
73073,37,39,Polio osteopathy-forearm
73074,37,39,Polio osteopathy-hand 
73075,37,39,Polio osteopathy-pelvis 
73076,37,39,Polio osteopathy-l/leg 
73077,37,39,Polio osteopathy-ankle 
73078,37,39,Polio osteopathy NEC 
73079,37,39,Polio osteopathy-mult 
73080,37,39,Bone infect NEC-unspec 
73081,37,39,Bone infect NEC-shlder 
73082,37,39,Bone infect NEC-up/arm 
73083,37,39,Bone infect NEC-forearm 
73084,37,39,Bone infect NEC-hand 
73085,37,39,Bone infect NEC-pelvis 
73086,37,39,Bone infect NEC-l/leg 
73087,37,39,Bone infect NEC-ankle 
73088,37,39,Bone infect NEC-oth site
73089,37,39,Bone infect NEC-mult 
73090,37,39,Bone infec NOS-unsp site
73091,37,39,Bone infect NOS-shlder 
73092,37,39,Bone infect NOS-up/arm 
73093,37,39,Bone infect NOS-forearm 
73094,37,39,Bone infect NOS-hand 
73095,37,39,Bone infect NOS-pelvis 
73096,37,39,Bone infect NOS-l/leg 
73097,37,39,Bone infect NOS-ankle 
73098,37,39,Bone infect NOS-oth site
73099,37,39,Bone infect NOS-mult 
73300,,,Osteoporosis NOS 
73301,,,Senile osteoporosis 
73302,,,Idiopathic osteoporosis 
73303,,,Disuse osteoporosis 
73309,,,Osteoporosis NEC 
73310,,,Path fx unspecified site
73311,,,Path fx humerus 
73312,,,Path fx dstl radius ulna
73313,157,169,Path fx vertebrae 
73314,158,170,Path fx neck of femur 
73315,158,170,Path fx oth spcf prt fmr
73316,,,Path fx tibia fibula 
73319,,,Path fx oth specif site 
73340,37,39,Asept necrosis bone NOS 
73341,37,39,Aseptic necrosis humerus
73342,37,39,Aseptic necrosis femur 
73343,37,39,Asept necro femur condyl
73344,37,39,Aseptic necrosis talus 
73345,37,39,Aseptic necrosis of jaw 
73349,37,39,Asept necrosis bone NEC 
7400 ,69,72,Anencephalus 
7401 ,69,72,Craniorachischisis 
7402 ,69,72,Iniencephaly 
74100,69,72,Spin bif w hydroceph NOS
74101,69,72,Spin bif w hydrceph-cerv
74102,69,72,Spin bif w hydrceph-dors
74103,69,72,Spin bif w hydrceph-lumb
74190,69,72,Spina bifida 
74191,69,72,Spina bifida-cerv 
74192,69,72,Spina bifida-dorsal 
74193,69,72,Spina bifida-lumbar 
7420 ,69,72,Encephalocele 
7421 ,69,72,Microcephalus 
7422 ,69,72,"Reduction deform, brain "
7423 ,69,72,Congenital hydrocephalus
7424 ,69,72,Brain anomaly NEC 
74251,69,72,Diastematomyelia 
74253,69,72,Hydromyelia 
74259,69,72,Spinal cord anomaly NEC 
7428 ,69,72,Nervous system anom NEC 
7429 ,69,72,Nervous system anom NOS 
74685,,,Coronary artery anomaly 
75314,131,139,Polycyst kid-autosom rec
75683,,,Ehlers-danlos syndrome 
7581 ,,,Patau's syndrome 
7582 ,,,Edwards' syndrome 
75831,,,Cri-du-chat syndrome 
75832,,,Velo-cardio-facial synd 
75833,,,Microdeletions NEC 
75839,,,Autosomal deletions NEC 
7585 ,,,Autosomal anomalies NEC 
7595 ,10,12,Tuberous sclerosis 
7596 ,10,12,Hamartoses NEC 
75981,,,Prader-willi syndrome 
75982,,,Marfan syndrome 
75983,,,Fragile x syndrome 
77181,2,2,NB septicemia [sepsis] 
78001,75,80,Coma 
78003,75,80,Persistent vegtv state 
78031,74,79,Febrile convulsions NOS 
78032,74,79,Complx febrile convulsns
78033,74,79,Post traumatic seizures 
78039,74,79,Convulsions NEC 
78072,67,70,Functional quadriplegia 
7854 ,104,106,Gangrene 
78550,79,84,Shock NOS 
78551,79,84,Cardiogenic shock 
78552,2,2,Septic shock 
78559,2,2,Shock w/o trauma NEC 
7980 ,79,84,Sudden infant death synd
7981 ,79,84,Instantaneous death 
7982 ,79,84,Death within 24 hr sympt
7989 ,79,84,Unattended death 
79901,79,,Asphyxia 
79902,79,,Hypoxemia 
7991 ,78,83,Respiratory arrest 
7994 ,21,21,Cachexia 
80000,155,167,Closed skull vault fx 
80001,155,167,Cl skull vlt fx w/o coma
80002,155,167,Cl skull vlt fx-brf coma
80003,154,166,Cl skull vlt fx-mod coma
80004,154,166,Cl skl vlt fx-proln coma
80005,154,166,Cl skul vlt fx-deep coma
80006,155,167,Cl skull vlt fx-coma NOS
80009,155,167,Cl skl vlt fx-concus NOS
80010,155,167,Cl skl vlt fx/cerebr lac
80011,155,167,Cl skull vlt fx w/o coma
80012,155,167,Cl skull vlt fx-brf coma
80013,154,166,Cl skull vlt fx-mod coma
80014,154,166,Cl skl vlt fx-proln coma
80015,154,166,Cl skul vlt fx-deep coma
80016,155,167,Cl skull vlt fx-coma NOS
80019,155,167,Cl skl vlt fx-concus NOS
80020,155,167,Cl skl vlt fx/mening hem
80021,155,167,Cl skull vlt fx w/o coma
80022,155,167,Cl skull vlt fx-brf coma
80023,154,166,Cl skull vlt fx-mod coma
80024,154,166,Cl skl vlt fx-proln coma
80025,154,166,Cl skul vlt fx-deep coma
80026,155,167,Cl skull vlt fx-coma NOS
80029,155,167,Cl skl vlt fx-concus NOS
80030,155,167,Cl skull vlt fx/hem NEC 
80031,155,167,Cl skull vlt fx w/o coma
80032,155,167,Cl skull vlt fx-brf coma
80033,154,166,Cl skull vlt fx-mod coma
80034,154,166,Cl skl vlt fx-proln coma
80035,154,166,Cl skul vlt fx-deep coma
80036,155,167,Cl skull vlt fx-coma NOS
80039,155,167,Cl skl vlt fx-concus NOS
80040,155,167,Cl skl vlt fx/br inj NEC
80041,155,167,Cl skull vlt fx w/o coma
80042,155,167,Cl skull vlt fx-brf coma
80043,154,166,Cl skull vlt fx-mod coma
80044,154,166,Cl skl vlt fx-proln coma
80045,154,166,Cl skul vlt fx-deep coma
80046,155,167,Cl skull vlt fx-coma NOS
80049,155,167,Cl skl vlt fx-concus NOS
80050,155,167,Opn skull vault fracture
80051,155,167,Opn skul vlt fx w/o coma
80052,155,167,Opn skul vlt fx-brf coma
80053,154,166,Opn skul vlt fx-mod coma
80054,154,166,Opn skl vlt fx-proln com
80055,154,166,Opn skl vlt fx-deep coma
80056,155,167,Opn skul vlt fx-coma NOS
80059,155,167,Op skl vlt fx-concus NOS
80060,155,167,Opn skl vlt fx/cereb lac
80061,155,167,Opn skul vlt fx w/o coma
80062,155,167,Opn skul vlt fx-brf coma
80063,154,166,Opn skul vlt fx-mod coma
80064,154,166,Opn skl vlt fx-proln com
80065,154,166,Opn skl vlt fx-deep coma
80066,155,167,Opn skul vlt fx-coma NOS
80069,155,167,Op skl vlt fx-concus NOS
80070,155,167,Opn skl vlt fx/menin hem
80071,155,167,Opn skul vlt fx w/o coma
80072,155,167,Opn skul vlt fx-brf coma
80073,154,166,Opn skul vlt fx-mod coma
80074,154,166,Opn skl vlt fx-proln com
80075,154,166,Opn skl vlt fx-deep coma
80076,155,167,Opn skul vlt fx-coma NOS
80079,155,167,Op skl vlt fx-concus NOS
80080,155,167,Opn skull vlt fx/hem NEC
80081,155,167,Opn skul vlt fx w/o coma
80082,155,167,Opn skul vlt fx-brf coma
80083,154,166,Opn skul vlt fx-mod coma
80084,154,166,Opn skl vlt fx-proln com
80085,154,166,Opn skl vlt fx-deep coma
80086,155,167,Opn skul vlt fx-coma NOS
80089,155,167,Op skl vlt fx-concus NOS
80090,155,167,Op skl vlt fx/br inj NEC
80091,155,167,Opn skul vlt fx w/o coma
80092,155,167,Opn skul vlt fx-brf coma
80093,154,166,Opn skul vlt fx-mod coma
80094,154,166,Opn skl vlt fx-proln com
80095,154,166,Op skul vlt fx-deep coma
80096,155,167,Opn skul vlt fx-coma NOS
80099,155,167,Op skl vlt fx-concus NOS
80100,155,167,Clos skull base fracture
80101,155,167,Cl skul base fx w/o coma
80102,155,167,Cl skul base fx-brf coma
80103,154,166,Cl skul base fx-mod coma
80104,154,166,Cl skl base fx-prol coma
80105,154,166,Cl skl base fx-deep coma
80106,155,167,Cl skul base fx-coma NOS
80109,155,167,Cl skull base fx-concuss
80110,155,167,Cl skl base fx/cereb lac
80111,155,167,Cl skul base fx w/o coma
80112,155,167,Cl skul base fx-brf coma
80113,154,166,Cl skul base fx-mod coma
80114,154,166,Cl skl base fx-prol coma
80115,154,166,Cl skl base fx-deep coma
80116,155,167,Cl skul base fx-coma NOS
80119,155,167,Cl skull base fx-concuss
80120,155,167,Cl skl base fx/menin hem
80121,155,167,Cl skul base fx w/o coma
80122,155,167,Cl skul base fx/brf coma
80123,154,166,Cl skul base fx-mod coma
80124,154,166,Cl skl base fx-prol coma
